arabizi_sentence,english_translation
"Bi senet l-1943, l-intidab l-faransi sajano bi qal3et Rashaya ma3 Bishara l-Khoury w Riad l-Solh.","In 1943, the French mandate imprisoned him in Rashaya Citadel along with Bishara al-Khoury and Riad al-Solh."
Hayda l-tarikh 3ata la Shmoun sha3biye ktir kbire ka za3im watani hamma siyadet Lebnen men l-bidaye.,This history gave Chamoun great popularity as a national leader who cared about Lebanon's sovereignty from the beginning.
l-Ahrar rakkazo 3a tlet mhawer.,The Liberals focused on three axes.
l-Hurriye l-Iqtisadiye: Rafd l-ishtirakiye w tashji3 l-istithmar.,Economic freedom: rejecting socialism and encouraging investment.
l-Infiteh 3al Gharb: Ta2wiyet l-3alaqat ma3 Europa w America.,Openness to the West: strengthening relations with Europe and America.
Lebnen l-Qawi: l-difa3 3an Lebnen ka jiser ben l-sharq w l-gharb.,A strong Lebanon: defending Lebanon as a bridge between the East and the West.
"Ma3 bidayet l-harb bi senet l-1975, l-hizb assas jinah 3askari in3araf bi isem Numur l-Ahrar bi qiyadet Dany Shmoun.","With the start of the war in 1975, the party founded a military wing known as the 'Tigers of the Liberals' led by Dany Chamoun."
l-hizb sharek bi 2ouwa bi l-Jabha l-Lebneniye la muwajahit l-falastiniye w l-yasar.,The party participated strongly in the 'Lebanese Front' to confront the Palestinians and the left.
Fi mahattat 2asiye la3ab fiha l-hizb dour.,There were harsh phases in which the party played a role.
Hisar Tall l-Za3tar: l-Numur sharako bi hal ma3rake l-damawiye yalli addet la qatel miyet l-mdeniyye w l-muqatilin l-falastiniye.,The Siege of Tal al-Zaatar: the 'Tigers' took part in this bloody battle that led to the killing of hundreds of civilians and Palestinian fighters.
Majzaret l-Safra: Hon wa2a3 l-khata2 l-dakhili l-kbir; l-Quwwat l-Lebneniye hajamet marakiz l-Numur la tawhid l-bunduqiye bi l-2ouwa.,The Safra Massacre: here the big internal mistake occurred; the Lebanese Forces attacked the 'Tigers' positions to unify the rifle by force.
Hayda l-shi adda la sira3 masihi-masihi damawi w do3of nufouz Shmoun l-3askari.,This led to a bloody Christian-Christian conflict and weakened Chamoun's military influence.
T2assas l-Hizb l-Souri l-Qawmi l-Ijtima3i bi Bayrout senet l-1932 3a id l-mufakkir Antoun Saadeh.,The Syrian Social Nationalist Party was founded in Beirut in 1932 by the thinker Antoun Saadeh.
B-t2oum 3aqidet l-hizb 3a fekret enno l-souriyyin omme tamme b-tmetadd joghrafiyyan ta teshfoul shi bi-nsemo Souriya l-Kobra.,The party's doctrine is based on the idea that Syrians are a complete nation that extends geographically to include what is called Greater Syria.
"l-hizb ma ken byi3timid 3al din aw l-ta2ifiye, bal ken byunadi bi fasel l-din 3an l-dawle w t-haqiq l-wehde l-qawmiye.","The party did not rely on religion or sectarianism, but called for the separation of religion and state and the achievement of national unity."
"Tarikh l-hizb shehed sira3at kbire ma3 l-solutat l-lebneniye, shi yalli adda la i3dam mu2assiso Antoun Saadeh senet l-1949.","The party's history witnessed major conflicts with the Lebanese authorities, which led to the execution of its founder Antoun Saadeh in 1949."
"Sharek l-hizb bi l-harb l-ahliye l-lebneniye damen l-Harake l-Wataniye, w ken elo dour baraz bi muqawamet l-ijtiyah l-isra2ili.","The party participated in the Lebanese Civil War within the 'National Movement', and it had a prominent role in resisting the Israeli invasion."
"l-yom, b-yba2a l-hizb 2ouwa siyasiye tenchat bi Lebnen w Souriya, a3da2o bi2amno enno l-khalas l-wahid lal minta2a huwwe l-wehde l-ijtima3iye w l-iqtisadiye ba3id 3an l-taqsimat l-isti3mariye.","Today, the party remains a political force active in Lebanon and Syria; its members believe that the only salvation for the region is social and economic unity, away from colonial divisions."
"Mish bas ken l-Hizb l-Souri l-Qawmi l-Ijtima3i tanzim siyasi, bal ken hadine lal muthaqqafin.","The SSNP was not just a political organization, but a cradle for intellectuals."
Hon zaheret l-Madrasa l-Tammoziye yalli dammit sho3ara kbar metel Adonis w Youssef l-Khal.,Here appeared the 'Tammuzi School' which brought together great poets like Adonis and Youssef al-Khal.
Hal odaba keno bi2amno enno l-qaside hiye wasile la ba3th l-omme.,These writers believed that the poem is a means for the rebirth of the nation.
Henne rafado l-taqlid w da3o lal hadathe w l-3ilmaniye.,They rejected tradition and called for modernity and secularism.
"Metel Gibran Khalil Gibran, hal sho3ara shafu enno hawiyyet l-minta2a hiye hawiyye hadariye wahde b-tejma3 ben l-madi l-Fini2i w l-Babili ma3 l-hadir l-ijtima3i.","Like Gibran Khalil Gibran, these poets saw the region's identity as a single civilizational identity that combines the Phoenician and Babylonian past with the social present."
"T2assaset Harakat l-Mahroumin senet l-1974 3a id l-Imam Moussa l-Sadr, yalli huwwe 3alem din shi3i eja men Iran la Lebnen bi nehayet l-khamsiniyet.","The 'Movement of the Deprived' was founded in 1974 by Imam Moussa al-Sadr, who was a Shiite religious scholar who came from Iran to Lebanon at the end of the fifties."
"l-Sadr ma ken baddo y-assis hizb ta2ife taqlidi, bal ken baddo l-difa3 3an kel l-mahroumin bi Lebnen, khassatan abna2 l-ta2ife l-shi3iye yalli 3ano men l-tahmish w l-fa2er.","Al-Sadr did not want to establish a traditional sectarian party, but rather wanted to defend all the deprived in Lebanon, especially the members of the Shiite sect who suffered from marginalization and poverty."
"Bi senet l-1975, weldet Amal ka jinah 3askari la hemayet l-janoub men l-i3tida2at l-isra2iliye.","In 1975, 'Amal' was born as a military wing to protect the south from Israeli aggressions."
"Ma3 enno l-iqtisad nebe bi l-3asro l-dahabi, bas l-dawle l-lebneniye ba3ed l-istiqlel ahmalet manatiq l-rif w l-janoub.","Although the economy flourished in the golden age, the Lebanese state after independence neglected the rural and southern areas."
"Eja Moussa l-Sadr la yimle hal faragh, fa nazzam masirat sha3biye dakhme w alqa khitabat bi l-kanayis w l-masajed, yutalebi bi l-3adale l-ijtima3iye w t-2min l-bniye l-tahtiye lal qura l-mansiye.","Moussa al-Sadr came to fill this void, so he organized huge popular marches and gave speeches in churches and mosques, demanding social justice and securing infrastructure for the forgotten villages."
"Bi mahatta ghamda w mehwariye, ikhtafa l-Imam Moussa l-Sadr khilel ziyara rasmiye la Libya senet l-1978.","In a mysterious and pivotal moment, Imam Moussa al-Sadr disappeared during an official visit to Libya in 1978."
"Hayda l-ikhtifa2 7awwalo la ramze rouhi w watani 3aber lal tawayef, w 3ata la Harakat Amal daf3a 3atifiye w siyasiye kbire la t-kammil masirto.","This disappearance turned him into a spiritual and national symbol that transcends sects, and gave the Amal Movement a great emotional and political boost to continue its journey."
"Harakat Amal bi l-harb l-ahliye, w khadet ma3arek 3anife.",The Amal Movement was in the civil war and fought violent battles.
"Ma3 enno l-shi3ar ken lal mahroumin, bas l-harake wa2a3et bi sira3at damawiye.","Although the slogan was for the deprived, the movement fell into bloody conflicts."
Harb l-Mukhayyamat: milishiya Amal hasaret l-mukhayyamat l-falastiniye la yemna3 3awdet l-nufouz l-3askari la Munazzamat l-Tahrir.,The War of the Camps: the Amal militia besieged the Palestinian camps to prevent the return of the military influence of the PLO.
Hal fetra shehdet hisar khaniq w so2out alaf l-dahaya men l-mdeniyye.,This period witnessed a suffocating siege and the fall of thousands of civilian victims.
Iqlim l-Teffah: Sira3 tani ben Amal w Hizbullah la l-saytara 3al manatiq l-shi3iye.,Iqlim al-Tuffah: another conflict between Amal and Hezbollah for control over the Shiite areas.
Hayda l-shi adda la iqtitel akhawi damawi abel ma y-sir fi ittifaq ben l-tnein.,This led to bloody fratricidal fighting before an agreement was reached between the two.
Bfakker kill hizb ken ma2sat nes.,I think every party was the tragedy of people.
l-Imam Moussa l-Sadr byeshbe Hassan Nasralla le2an t-nein imam.,Imam Moussa al-Sadr resembles Hassan Nasrallah because both are imams.
Ma-fi hizb enno 3ilmani.,There is no party that is secular.
Nasha2 Hizbullah bi senet l-1982 ba3ed l-ijtiyah l-isra2ili la Lebnen.,Hezbollah emerged in 1982 after the Israeli invasion of Lebanon.
"l-hizb ma t-assas ka hizb siyasi taqlidi bi l-bidaye, bal ken majmu3a men l-muqatilin w l-rjel l-din yalli t-assaro bi l-Thawra l-Islamiye bi Iran.","The party was not founded as a traditional political party at the beginning, but was a group of fighters and clerics who were influenced by the Islamic Revolution in Iran."
l-hadaf l-asase ken muqawamet l-i7tilal w ikhraj l-quwwat l-ajnabiye men Lebnen.,The basic goal was to resist the occupation and remove the foreign forces from Lebanon.
"Byi3timid l-hizb 3a 3aqidet Wilayet l-Faqih, w byes3a la t-haqiq nizam islami, bas 3amaliyan rakkaz 3a.","The party relies on the doctrine of 'Wilayat al-Faqih' and seeks to establish an Islamic system, but practically it focused on."
